City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,sao paulo de olivenca,-3.3783,-68.8725,295.64,95,3,1.09,BR,1692948671
299,colonia,50.9333,6.95,294.2,87,0,3.6,DE,1692948350
300,udachny,66.4167,112.4,298.4,38,86,7.07,RU,1692948494
301,miramichi,47.0043,-65.4654,283.93,93,100,1.16,CA,1692948672
302,awjilah,29.1081,21.2869,307.2,22,0,1.69,LY,1692948518
303,bam,29.106,58.357,307.56,11,14,6.07,IR,1692948337
304,ola,59.5833,151.2833,284.9,91,100,7.64,RU,1692948329
305,saipan,15.1355,145.701,301.54,100,100,2.06,MP,1692948634
306,swakopmund,-22.6833,14.5333,285.36,88,30,1.34,NA,1692948088
307,natal,-5.795,-35.2094,295.51,100,40,2.06,BR,1692948674
308,kirovskaya,46.9748,40.0402,296.46,26,7,4.56,RU,1692948675
309,astrakhan,46.3497,48.0408,300.08,30,40,6.0,RU,1692948675
310,kondopoga,62.2057,34.2614,287.98,49,21,1.66,RU,1692948676
311,acapulco de juarez,16.8634,-99.8901,298.05,88,100,2.57,MX,1692948154
312,ixtapa,20.7,-105.2,298.16,95,43,0.85,MX,1692948676
313,mezhdurechenskiy,59.6,65.9333,281.96,94,100,2.79,RU,1692948677
314,san antonio de pale,-1.4014,5.6325,296.58,92,99,4.77,GQ,1692948294
315,ciudad lazaro cardenas,17.9583,-102.2,299.26,83,67,1.25,MX,1692948517
316,hilton head island,32.2163,-80.7526,300.92,82,0,1.54,US,1692948678
317,mangai,-4.05,19.5333,301.96,56,6,2.51,CD,1692948129
318,walvis bay,-22.9575,14.5053,285.42,87,100,1.03,NA,1692948669
319,aykhal,66.0,111.5,295.58,46,100,7.3,RU,1692948348
320,turar ryskulov,42.5333,70.3333,305.52,17,1,6.35,KZ,1692948679
321,sabha,27.0377,14.4283,304.75,30,23,7.37,LY,1692948133
322,mermoz boabab,14.7065,-17.4758,298.03,94,40,0.0,SN,1692948680
323,afaahiti,-17.75,-149.2833,297.08,80,80,6.93,PF,1692948558
324,malango,-2.9627,119.9001,297.56,81,53,1.9,ID,1692948680
325,cukai,4.25,103.4167,305.12,69,24,2.9,MY,1692948623
326,ati,13.2154,18.3353,303.9,53,97,1.1,TD,1692948681
327,tobelo,1.7284,128.0095,301.16,77,100,0.52,ID,1692948681
328,black river,18.0264,-77.8487,300.52,86,97,1.6,JM,1692948385
329,la'ie,21.6477,-157.9253,301.13,75,2,3.13,US,1692948588
330,singkil,-7.9855,111.4161,303.49,52,18,4.99,ID,1692948682
331,stephenville,32.2207,-98.2023,304.13,45,0,0.0,US,1692948682
332,klyuchi,52.2667,79.1667,294.69,67,84,10.25,RU,1692948637
333,fuding,27.3273,120.214,300.84,93,100,0.85,CN,1692948683
334,ugoofaaru,5.6667,73.0,301.6,70,100,3.34,MV,1692948451
335,egilsstadir,65.2653,-14.3948,283.1,81,0,1.54,IS,1692948573
336,ain sefra,32.75,-0.5833,300.15,37,0,1.7,DZ,1692948684
337,shuangjiang,26.1547,109.7138,301.69,76,90,1.03,CN,1692948685
338,kawm hamadah,30.761,30.6973,308.1,31,0,4.26,EG,1692948685
339,alofi,-19.0595,-169.9187,296.09,88,100,4.63,NU,1692948685
340,guapore,-28.8456,-51.8903,281.32,99,16,1.12,BR,1692948686
341,hereford,52.0568,-2.7148,289.26,88,74,2.37,GB,1692948687
342,namibe,-15.1961,12.1522,293.18,84,100,0.93,AO,1692948592
343,pacasmayo,-7.4006,-79.5714,292.02,89,72,4.45,PE,1692948688
344,keflavik,64.0049,-22.5624,282.39,100,75,3.6,IS,1692948485
345,boa vista,2.8197,-60.6733,299.14,73,0,1.54,BR,1692948689
346,hami,42.8,93.45,304.91,17,7,2.13,CN,1692948690
347,qamdo,31.1667,97.2333,288.15,47,100,1.9,CN,1692948619
348,macas,-2.3167,-78.1167,290.5,90,84,1.81,EC,1692948690
349,port alfred,-33.5906,26.891,296.58,43,0,2.24,ZA,1692948526
350,kuqa,41.7278,82.9364,304.67,18,0,1.68,CN,1692948691
351,luoyang,34.6836,112.4536,302.11,58,100,3.58,CN,1692948691
352,vila franca do campo,37.7167,-25.4333,293.38,86,39,2.06,PT,1692948486
353,mugia,43.1041,-9.2179,293.24,83,100,5.2,ES,1692948590
354,warrnambool,-38.3833,142.4833,284.45,77,100,4.27,AU,1692948599
355,polignano a mare,40.9959,17.2159,305.44,58,0,3.86,IT,1692948693
356,siwa oasis,29.2041,25.5195,307.32,29,0,2.6,EG,1692948693
357,jinchang,38.4953,102.1739,292.86,54,55,4.4,CN,1692948693
358,sunan,39.1983,125.69,299.44,73,1,3.45,KP,1692948694
359,northam,51.0333,-4.2167,289.07,85,100,4.47,GB,1692948694
360,sandpoint,48.2766,-116.5533,290.23,71,0,7.72,US,1692948695
361,shimoda,34.6667,138.95,304.35,74,22,2.6,JP,1692948452
362,klaksvik,62.2266,-6.589,285.66,99,98,6.95,FO,1692948695
363,horta,38.5333,-28.6333,294.95,85,40,8.05,PT,1692948695
364,ketchikan,55.3422,-131.6461,289.41,82,0,6.17,US,1692948696
365,bardai,11.65,7.2333,295.22,88,100,2.95,NG,1692948506
366,al qaryatayn,34.2296,37.2407,305.79,20,0,7.31,SY,1692948696
367,aioun,16.6614,-9.6149,302.37,48,35,4.42,MR,1692948697
368,ludvika,60.1496,15.1878,287.78,85,100,2.4,SE,1692948697
369,east tamworth,-31.0894,150.9436,293.92,35,0,0.51,AU,1692948698
370,nha trang,12.25,109.1833,308.15,70,40,3.1,VN,1692948608
371,nago,26.5881,127.9761,301.39,72,97,2.55,JP,1692948594
372,caruaru,-8.2833,-35.9761,290.57,96,8,1.47,BR,1692948698
373,hilo,19.7297,-155.09,296.0,88,75,1.54,US,1692948343
374,lardjem,35.748,1.5481,299.95,28,0,1.82,DZ,1692948699
375,kuta,-8.7233,115.1723,301.12,74,20,7.72,ID,1692948510
376,coquimbo,-29.9533,-71.3436,284.0,87,0,1.54,CL,1692948583
377,ko samui,9.5357,99.9357,306.1,62,20,5.14,TH,1692948700
378,flin flon,54.7682,-101.865,284.17,97,67,2.38,CA,1692948701
379,winnemucca,40.973,-117.7357,294.18,40,40,3.09,US,1692948702
380,troitsko-pechorsk,62.7084,56.1964,282.16,93,100,4.11,RU,1692948151
381,port-vila,-17.7338,168.3219,294.93,73,75,1.54,VU,1692948702
382,kharp,66.8014,65.8081,282.55,85,100,4.39,RU,1692948703
383,saint-pierre,-21.3393,55.4781,299.97,57,20,9.77,RE,1692947939
384,queenstown,-31.8976,26.8753,293.1,15,66,11.18,ZA,1692948084
385,tual,-5.6667,132.75,298.59,88,21,9.54,ID,1692948438
386,santo andre,-23.6639,-46.5383,293.22,90,100,3.6,BR,1692948704
387,batangafo,7.3008,18.2833,299.81,73,92,1.34,CF,1692948705
388,kogalym,62.2654,74.4791,288.53,53,93,5.82,RU,1692948705
389,kroonstad,-27.6504,27.2349,293.12,43,100,8.74,ZA,1692948706
390,howrah,22.5892,88.3103,300.15,89,100,4.12,IN,1692948337
391,merizo village,13.2658,144.6691,304.0,85,89,5.68,GU,1692948706
392,al hasakah,36.5024,40.7477,310.5,13,0,6.43,SY,1692948707
393,robore,-18.3333,-59.75,295.5,43,45,1.12,BO,1692948708
394,sao jose da coroa grande,-8.8978,-35.1478,296.76,77,41,2.78,BR,1692948708
395,kuvshinovo,57.0295,34.1725,290.55,57,40,1.57,RU,1692948708
396,lazaro cardenas,17.9583,-102.2,299.26,83,67,1.25,MX,1692948517
397,haiku-pauwela,20.9219,-156.3051,297.62,72,100,5.66,US,1692948544
398,lesosibirsk,58.2358,92.4828,300.61,37,1,4.54,RU,1692948709
399,nouadhibou,20.931,-17.0347,301.14,74,20,3.6,MR,1692948284
400,altamira,-3.2033,-52.2064,294.95,80,15,1.4,BR,1692948711
401,mundri,-6.9558,111.71,305.25,48,5,6.69,ID,1692948711
402,belmonte,-15.8631,-38.8828,296.5,86,64,5.83,BR,1692948711
403,madang,-5.2246,145.7966,300.79,80,100,3.26,PG,1692947953
404,yugorsk,61.3133,63.3319,285.68,58,100,3.0,RU,1692948712
405,loanda,-8.8368,13.2343,295.15,88,75,0.0,AO,1692948712
406,sitka,57.0531,-135.33,288.09,72,100,5.14,US,1692948648
407,hohhot,40.8106,111.6522,296.31,38,20,4.0,CN,1692948442
408,josenii bargaului,47.2167,24.6833,298.51,50,7,1.74,RO,1692948713
409,les cayes,18.2,-73.75,299.39,85,22,1.07,HT,1692948714
410,xinqing,48.2333,129.5,294.86,64,85,2.71,CN,1692948714
411,la ronge,55.1001,-105.2842,287.29,88,100,0.51,CA,1692948671
412,mabaruma,8.2,-59.7833,296.96,89,91,0.84,GY,1692948614
413,midvagur,62.0511,-7.1939,285.61,94,75,3.6,FO,1692948343
414,agropoli,40.3469,14.9966,302.64,49,0,1.87,IT,1692948716
415,bereznik,62.8551,42.7072,284.23,81,99,2.64,RU,1692948716
416,thinadhoo,0.5333,72.9333,301.27,71,3,4.59,MV,1692948716
417,broome,42.2506,-75.833,292.42,87,100,2.57,US,1692948717
418,jeddah,21.5169,39.2192,310.07,53,0,5.14,SA,1692948602
419,ma'rib,15.4591,45.3253,310.24,15,41,2.39,YE,1692948718
420,labytnangi,66.6572,66.4183,284.52,74,99,6.49,RU,1692948718
421,bischwiller,48.7659,7.8583,294.49,91,100,6.17,FR,1692948719
422,jinghong,21.991,100.7341,299.94,91,100,1.25,CN,1692948719
423,korla,41.7597,86.1469,304.79,15,0,0.72,CN,1692948719
424,nuku'alofa,-21.1333,-175.2,293.34,83,75,3.6,TO,1692948122
425,waingapu,-9.6567,120.2641,301.67,51,65,7.85,ID,1692948720
426,mont-dore,-22.2833,166.5833,292.14,78,44,4.19,NC,1692948720
427,coihueco,-36.6167,-71.8333,276.56,100,8,2.06,CL,1692948721
428,yumbe,3.4651,31.2469,300.85,49,88,2.0,UG,1692948722
429,gaigeturi,33.4644,126.3183,302.18,65,20,3.09,KR,1692948722
430,viziru,45.0167,27.7,302.9,45,24,1.15,RO,1692948722
431,sukhobezvodnoye,57.0491,44.8891,286.44,60,100,2.68,RU,1692948723
432,ataq,14.5377,46.8319,306.65,32,22,5.2,YE,1692948724
433,aussillon,43.5029,2.3679,298.62,90,75,2.06,FR,1692948724
434,cafayate,-26.073,-65.9761,283.27,47,83,0.5,AR,1692948725
435,sirathu,25.65,81.3167,306.52,54,98,5.63,IN,1692948725
436,mata-utu,-13.2816,-176.1745,301.03,74,4,6.68,WF,1692948726
437,dubrovnik,42.6481,18.0922,303.95,45,0,2.06,HR,1692948726
438,vozhega,60.4725,40.2213,288.45,46,40,2.99,RU,1692948726
439,smara,26.7384,-11.6719,303.56,40,100,5.7,EH,1692948727
440,houlton,46.1262,-67.8403,289.38,80,0,2.06,US,1692948727
441,sandnessjoen,66.0217,12.6316,287.21,82,40,4.12,NO,1692948488
442,ciutadella,40.0011,3.8414,301.6,57,0,3.39,ES,1692948728
443,ballina,-28.8667,153.5667,290.81,64,0,3.9,AU,1692948256
444,eirunepe,-6.6603,-69.8736,295.63,84,14,1.05,BR,1692948728
445,kapuskasing,49.4169,-82.4331,289.2,100,100,1.54,CA,1692948530
446,tanout,14.9709,8.8879,299.69,59,100,4.64,NE,1692948729
447,torghay,49.6339,63.4981,298.59,25,22,3.16,KZ,1692948729
448,del rio,29.3627,-100.8968,300.21,68,0,0.0,US,1692948730
449,barreiro do jaiba,-15.6167,-43.6,296.66,47,76,1.01,BR,1692948730
450,birniwa,12.7903,10.2348,299.98,65,65,2.27,NG,1692948731
451,ilave,-16.0833,-69.6667,276.36,35,9,2.24,PE,1692948731
452,yeniseysk,58.4497,92.1703,300.46,37,0,4.45,RU,1692948732
453,kailua-kona,19.6406,-155.9956,299.13,89,20,3.6,US,1692948664
454,patacamaya,-17.2333,-67.9167,278.3,51,72,1.12,BO,1692948733
455,mushie,-3.0167,16.9,302.27,54,70,2.55,CD,1692948733
456,kudahuvadhoo,2.6708,72.8944,301.66,70,17,4.55,MV,1692948657
457,touros,-5.1989,-35.4608,297.17,83,59,4.76,BR,1692948625
458,sinabang,2.4803,96.3801,300.14,84,46,4.19,ID,1692948734
459,ulsteinvik,62.3432,5.8487,289.22,87,66,1.34,NO,1692948490
460,eyl,7.9803,49.8164,306.01,42,58,10.31,SO,1692948735
461,bac lieu,9.285,105.7244,302.98,71,100,6.09,VN,1692948146
462,porbandar,21.6422,69.6093,303.14,74,75,6.17,IN,1692948614
463,torre de moncorvo,41.1792,-7.0358,294.66,61,80,0.45,PT,1692948736
464,sao joao da barra,-21.6403,-41.0511,296.7,86,89,4.41,BR,1692948737
465,saguenay,48.4168,-71.0657,289.61,67,100,3.6,CA,1692948737
466,armyansk,46.1092,33.6921,300.32,42,0,1.6,UA,1692948737
467,melekeok village,7.4957,134.6367,302.46,79,100,5.14,PW,1692948737
468,qashar,53.3906,62.9297,290.03,53,96,3.13,KZ,1692948738
469,tsiombe,-25.3,45.4833,301.93,36,0,4.11,MG,1692948738
470,grand baie,-20.0182,57.5802,299.51,62,9,2.24,MU,1692948738
471,lala musa,32.7024,73.96,304.01,42,0,2.6,PK,1692948739
472,howard springs,-12.497,131.047,307.1,50,2,0.65,AU,1692948739
473,lusambo,-4.9667,23.45,306.36,44,64,1.48,CD,1692948740
474,lhasa,29.65,91.1,293.38,49,89,2.02,CN,1692948261
475,peterhead,57.5058,-1.7981,286.37,78,13,2.76,GB,1692948740
476,zhezqazghan,47.7833,67.7667,293.47,37,20,2.0,KZ,1692948740
477,great falls,47.5002,-111.3008,288.38,62,0,2.57,US,1692948741
478,mitu,1.1983,-70.1733,294.64,99,50,0.59,CO,1692948741
479,peniche,39.3558,-9.3811,293.87,89,100,7.99,PT,1692948742
480,remire-montjoly,4.9167,-52.2667,297.17,94,0,0.51,GF,1692948359
481,nakama,33.8167,130.7,301.07,94,95,1.77,JP,1692948537
482,las lomitas,-24.7096,-60.593,287.68,51,22,2.94,AR,1692948744
483,ar rass,25.8694,43.4973,314.89,7,49,1.21,SA,1692948744
484,archbald,41.4948,-75.5369,292.27,92,100,2.83,US,1692948745
485,paraiso,9.8383,-83.8656,290.35,97,100,0.64,CR,1692948745
486,lompoc,34.6391,-120.4579,291.92,87,20,3.58,US,1692948320
487,nadym,65.5333,72.5167,285.5,63,95,8.19,RU,1692948521
488,charters towers,-20.1,146.2667,297.04,35,27,6.93,AU,1692948746
489,maragogi,-9.0122,-35.2225,296.85,75,53,2.73,BR,1692948746
490,kaduy,59.2,37.15,288.7,49,100,1.17,RU,1692948747
491,lepsy,46.235,78.9456,308.14,16,1,7.11,KZ,1692948268
492,tosontsengel,48.7567,98.2839,293.52,34,48,3.01,MN,1692948748
493,portland,45.5234,-122.6762,299.47,53,40,3.09,US,1692948217
494,tonota,-21.4833,27.4833,298.93,25,0,3.8,BW,1692948749
495,tukrah,32.5341,20.5791,302.59,48,62,1.48,LY,1692948749
496,picture rocks,32.3459,-111.2462,304.19,44,0,1.54,US,1692948750
497,lakeview,42.432,-75.8655,291.99,89,100,0.89,US,1692948750
498,panguipulli,-39.6333,-72.3333,270.32,98,36,1.35,CL,1692948750
499,omdurman,15.6445,32.4777,311.06,26,4,3.03,SD,1692948751
500,anloga,5.7947,0.8973,298.57,85,96,4.86,GH,1692948751
501,mount gambier,-37.8333,140.7667,284.47,74,98,3.29,AU,1692948540
502,desnogorsk,54.1508,33.2815,288.09,87,99,0.8,RU,1692948752
503,cockburn town,21.4612,-71.1419,301.43,78,5,5.36,TC,1692948605
504,bethanie,-26.4833,17.15,289.64,20,84,6.18,NA,1692948753
505,ptolemaida,40.5147,21.6786,301.22,38,7,1.47,GR,1692948753
506,bulanash,57.2783,61.9965,282.19,87,100,3.12,RU,1692948753
507,lhuentse,27.6679,91.1839,294.98,98,100,0.83,BT,1692948754
508,khvansar,33.2205,50.315,303.27,11,0,0.25,IR,1692948754
509,pemba,-12.974,40.5178,300.54,74,20,2.57,MZ,1692948754
510,pisco,-13.7,-76.2167,289.27,82,0,1.54,PE,1692948307
511,sinop,41.7711,34.8709,295.39,43,0,3.19,TR,1692948586
512,colares,38.7992,-9.4469,294.13,80,40,11.18,PT,1692948756
513,rock springs,41.5875,-109.2029,289.84,82,100,0.0,US,1692948756
514,rotenburg,53.1167,9.4,293.13,83,67,3.7,DE,1692948756
515,maturin,9.75,-63.1767,300.06,94,21,3.09,VE,1692948757
516,nagqu,31.5,92.0,280.92,88,100,4.48,CN,1692948757
517,rio grande,-32.035,-52.0986,279.23,73,9,3.71,BR,1692948608
518,praia da vitoria,38.7333,-27.0667,295.29,88,75,8.93,PT,1692948550
519,xinyuan,37.3,99.0,288.89,33,100,0.51,CN,1692948758
520,jayapura,-2.5333,140.7,304.81,71,91,1.81,ID,1692948598
521,minas de marcona,-15.2119,-75.1103,285.25,88,61,6.64,PE,1692948503
522,beloyarskiy,63.7119,66.6722,286.14,66,97,3.1,RU,1692948759
523,emerald,-23.5333,148.1667,299.65,28,21,4.13,AU,1692948429
524,kostomuksha,64.571,30.5767,285.67,60,100,0.58,RU,1692948760
525,douz,33.4663,9.0203,304.27,33,0,2.03,TN,1692948760
526,port blair,11.6667,92.75,304.17,70,40,6.69,IN,1692948646
527,coxim,-18.5067,-54.76,299.4,36,32,0.9,BR,1692948761
528,arauco,-37.2463,-73.3175,277.83,90,7,1.79,CL,1692948321
529,caleta de carquin,-11.0925,-77.6267,291.39,87,59,4.3,PE,1692948762
530,antofagasta,-23.65,-70.4,289.75,86,52,2.86,CL,1692948762
531,as sulayyil,20.4607,45.5779,312.29,8,10,1.2,SA,1692948762
532,richards bay,-28.783,32.0377,295.66,58,100,7.23,ZA,1692948501
533,yaren,-0.5472,166.916,301.82,70,30,1.75,NR,1692948763
534,kavieng,-2.5744,150.7967,300.15,82,75,5.13,PG,1692948763
535,rio claro,-22.4114,-47.5614,296.15,38,74,1.42,BR,1692948763
536,isangel,-19.55,169.2667,293.52,77,3,6.12,VU,1692948764
537,tindouf,27.6711,-8.1474,304.4,22,45,2.06,DZ,1692948764
538,newcastle,-32.9272,151.7765,291.02,71,3,3.09,AU,1692948699
539,muromtsevo,56.3724,75.2418,291.72,38,100,3.65,RU,1692948765
540,timmins,48.4669,-81.3331,288.05,100,75,0.0,CA,1692948765
541,twon-brass,4.3151,6.2418,298.96,88,100,4.65,NG,1692948766
542,geraldton,-28.7667,114.6,295.38,64,100,4.63,AU,1692948766
543,port shepstone,-30.7414,30.455,293.86,55,100,3.02,ZA,1692948767
544,tromso,69.6496,18.957,284.47,93,75,4.12,NO,1692948768
545,kholmsk,47.0511,142.0569,293.64,97,100,1.55,RU,1692948770
546,harij,23.7,71.9,305.68,48,90,7.82,IN,1692948725
547,fort mcmurray,56.7268,-111.381,282.92,87,0,3.09,CA,1692948658
548,saint-denis,48.9167,2.3333,295.46,93,100,5.14,FR,1692948770
549,mil'kovo,55.6078,37.7956,290.37,50,67,1.74,RU,1692948771
550,labrador city,52.9463,-66.9114,286.1,76,100,4.12,CA,1692948518
551,berekua,15.2333,-61.3167,301.41,78,100,2.36,DM,1692948771
552,kavaratti,10.5669,72.642,301.13,76,100,4.45,IN,1692948307
553,alice springs,-23.7,133.8833,298.9,7,0,5.14,AU,1692948602
554,baihe,22.15,107.2333,304.99,67,100,0.47,CN,1692948772
555,lambarene,-0.7001,10.2406,298.01,77,100,1.2,GA,1692948773
556,selfoss,63.9331,-20.9971,284.6,78,18,1.43,IS,1692948774
557,ta`u,-14.2336,-169.5144,300.65,78,17,6.88,AS,1692948271
558,sanctuary point,-35.1114,150.629,290.23,73,83,0.77,AU,1692948774
559,nikolayevsk-on-amure,53.1406,140.73,290.44,53,100,2.89,RU,1692948528
560,undurkhaan,47.3194,110.6556,294.1,32,90,3.25,MN,1692948775
561,mersing,2.4312,103.8405,306.1,70,40,4.63,MY,1692948616
562,darovskoy,58.77,47.9564,285.36,60,100,4.04,RU,1692948776
563,birao,10.2849,22.7882,301.97,68,58,2.1,CF,1692948776
564,nyandoma,61.669,40.1991,286.51,54,85,2.73,RU,1692948777
565,ciudad acuna,29.3232,-100.9522,300.31,63,0,0.0,MX,1692948778
566,nizamabad,18.6667,78.1167,303.3,63,100,5.26,IN,1692948733
567,sinan,34.8262,126.1086,302.21,80,0,3.82,KR,1692948779
568,ambodifotatra,-16.9833,49.85,296.98,73,27,4.67,MG,1692948779
569,cartagena,10.3997,-75.5144,299.94,94,40,3.09,CO,1692948780
570,sao desiderio,-12.3633,-44.9733,294.92,60,5,1.37,BR,1692948780
571,bol'shoye boldino,55.0059,45.3142,287.62,50,100,2.24,RU,1692948306
572,kuching,1.55,110.3333,300.39,89,40,2.06,MY,1692948042
573,chania,35.5122,24.0156,303.93,54,0,3.09,GR,1692948781
574,machico,32.7,-16.7667,298.5,65,20,3.6,PT,1692948782
575,nadi,-17.8,177.4167,296.15,68,40,2.57,FJ,1692948567
576,nova vicosa,-17.8919,-39.3719,296.05,86,2,6.64,BR,1692948783
577,el nido,11.1858,119.3956,301.97,74,98,2.91,PH,1692948783
578,weihai,37.5017,122.1136,298.51,72,1,6.45,CN,1692948784
579,lobujya,27.95,86.8167,278.81,93,100,3.21,NP,1692948784
580,reggane,26.7158,0.1714,307.17,17,8,8.55,DZ,1692948643
581,al ghayzah,16.2079,52.176,303.76,69,23,3.44,YE,1692948264
582,enoch,37.7733,-113.0244,293.41,61,0,2.57,US,1692948785
583,shetpe,44.1667,52.1167,300.69,27,15,5.04,KZ,1692948785
584,anna regina,7.2644,-58.5077,299.88,77,46,2.58,GY,1692948786
585,deschutes river woods,43.9915,-121.3584,290.48,62,0,3.09,US,1692948786
586,xiongzhou,25.1167,114.3,300.82,88,100,0.88,CN,1692948786
587,bodaybo,57.8506,114.1933,297.39,48,50,1.31,RU,1692948787
588,manadhoo,5.7667,73.3833,301.55,71,99,3.9,MV,1692948787
589,bada,51.392,109.8717,295.4,42,48,1.21,RU,1692948787
590,talnakh,69.4865,88.3972,285.87,98,100,0.81,RU,1692948591
591,zheshart,62.0731,49.5733,283.34,72,100,3.21,RU,1692948788
592,protaras,35.0125,34.0583,305.36,82,0,1.17,CY,1692948789
593,bossangoa,6.4926,17.4552,299.41,74,72,1.09,CF,1692948789
594,buchanan,5.8808,-10.0467,298.34,89,99,3.0,LR,1692948738
595,christiana,-27.914,25.1611,295.15,33,100,11.8,ZA,1692948790
596,uliastay,47.7417,96.8444,292.63,37,77,3.01,MN,1692948320
597,orerokpe,5.6351,5.8896,300.21,81,82,2.03,NG,1692948790
